El-array Spa.1 Spa.2 Spa.3 Spa.4 Rho Dev. M Sp Vp In Spa.5 Spa.6 Spa.7 Spa.8
Mixed/non-conventional 16.00 18.00 22.00 24.00 1182.08 0.51 0.00 14.85 -15.305 1.952 0.00 0.00 0.00 0.00
Mixed/non-conventional 17.00 19.00 23.00 25.00 1255.57 0.52 0.00 -5.82 -15.405 1.850 0.00 0.00 0.00 0.00
Mixed/non-conventional 18.00 20.00 24.00 26.00 1377.86 0.60 0.00 28.70 -15.434 1.689 0.00 0.00 0.00 0.00
Mixed/non-conventional 19.00 21.00 25.00 27.00 1342.47 0.56 0.00 15.56 -15.480 1.739 0.00 0.00 0.00 0.00
Mixed/non-conventional 20.00 22.00 26.00 28.00 1214.69 0.34 0.00 52.58 -15.430 1.916 0.00 0.00 0.00 0.00
Mixed/non-conventional 21.00 23.00 27.00 29.00 1293.45 0.47 0.00 1.92 -15.441 1.800 0.00 0.00 0.00 0.00
Mixed/non-conventional 22.00 24.00 28.00 30.00 1405.83 0.74 0.00 -24.17 -15.441 1.656 0.00 0.00 0.00 0.00
Mixed/non-conventional 23.00 25.00 29.00 31.00 1513.55 1.19 0.00 -24.39 -15.402 1.534 0.00 0.00 0.00 0.00
Mixed/non-conventional 24.00 26.00 30.00 32.00 1364.09 0.95 0.00 -62.10 -15.384 1.701 0.00 0.00 0.00 0.00
Mixed/non-conventional 25.00 27.00 31.00 33.00 1344.85 0.32 0.00 -3.13 -15.337 1.720 0.00 0.00 0.00 0.00
Mixed/non-conventional 26.00 28.00 32.00 34.00 1182.63 0.50 0.00 16.37 -15.463 1.972 0.00 0.00 0.00 0.00
Mixed/non-conventional 27.00 29.00 33.00 35.00 980.13 0.31 0.00 33.03 -15.172 2.334 0.00 0.00 0.00 0.00
Mixed/non-conventional 0.00 2.00 8.00 10.00 348.93 0.20 0.00 -10.22 -15.205 16.427 0.00 0.00 0.00 0.00
Mixed/non-conventional 1.00 3.00 9.00 11.00 345.13 0.51 0.00 -70.12 -14.947 16.327 0.00 0.00 0.00 0.00
Mixed/non-conventional 2.00 4.00 10.00 12.00 337.32 0.45 0.00 -22.12 -14.915 16.668 0.00 0.00 0.00 0.00
Mixed/non-conventional 3.00 5.00 11.00 13.00 360.79 0.32 0.00 -14.37 -14.839 15.506 0.00 0.00 0.00 0.00
Mixed/non-conventional 4.00 6.00 12.00 14.00 387.29 0.19 0.00 52.71 -15.215 14.811 0.00 0.00 0.00 0.00
Mixed/non-conventional 5.00 7.00 13.00 15.00 448.08 0.20 0.00 38.46 -15.000 12.620 0.00 0.00 0.00 0.00
Mixed/non-conventional 6.00 8.00 14.00 16.00 507.98 0.74 0.00 -29.08 -15.201 11.281 0.00 0.00 0.00 0.00
Mixed/non-conventional 7.00 9.00 15.00 17.00 627.70 0.26 0.00 42.34 -15.086 9.061 0.00 0.00 0.00 0.00
Mixed/non-conventional 8.00 10.00 16.00 18.00 632.89 0.33 0.00 41.43 -15.194 9.051 0.00 0.00 0.00 0.00
Mixed/non-conventional 9.00 11.00 17.00 19.00 526.83 0.36 0.00 -13.37 -15.008 10.739 0.00 0.00 0.00 0.00
Mixed/non-conventional 10.00 12.00 18.00 20.00 604.14 0.81 0.00 -32.61 -15.473 9.655 0.00 0.00 0.00 0.00
Mixed/non-conventional 11.00 13.00 19.00 21.00 641.20 0.67 0.00 -81.21 -15.391 9.049 0.00 0.00 0.00 0.00
Mixed/non-conventional 12.00 14.00 20.00 22.00 696.27 0.91 0.00 -55.30 -15.359 8.316 0.00 0.00 0.00 0.00
Mixed/non-conventional 13.00 15.00 21.00 23.00 783.36 0.24 0.00 5.46 -15.405 7.414 0.00 0.00 0.00 0.00
Mixed/non-conventional 14.00 16.00 22.00 24.00 861.35 0.65 0.00 13.56 -15.355 6.720 0.00 0.00 0.00 0.00
Mixed/non-conventional 15.00 17.00 23.00 25.00 815.70 0.46 0.00 -12.34 -15.341 7.090 0.00 0.00 0.00 0.00
Mixed/non-conventional 16.00 18.00 24.00 26.00 740.79 0.57 0.00 18.16 -15.323 7.798 0.00 0.00 0.00 0.00
Mixed/non-conventional 17.00 19.00 25.00 27.00 727.48 0.11 0.00 15.75 -15.230 7.892 0.00 0.00 0.00 0.00
Mixed/non-conventional 18.00 20.00 26.00 28.00 741.74 0.23 0.00 59.45 -15.223 7.737 0.00 0.00 0.00 0.00
Mixed/non-conventional 19.00 21.00 27.00 29.00 736.45 1.06 0.00 23.57 -15.291 7.827 0.00 0.00 0.00 0.00
Mixed/non-conventional 20.00 22.00 28.00 30.00 780.28 0.56 0.00 -19.67 -15.223 7.355 0.00 0.00 0.00 0.00
Mixed/non-conventional 21.00 23.00 29.00 31.00 927.23 1.17 0.00 -34.25 -15.283 6.214 0.00 0.00 0.00 0.00
Mixed/non-conventional 22.00 24.00 30.00 32.00 924.74 0.88 0.00 -67.85 -15.165 6.182 0.00 0.00 0.00 0.00
Mixed/non-conventional 23.00 25.00 31.00 33.00 937.49 0.25 0.00 -0.37 -15.305 6.155 0.00 0.00 0.00 0.00
Mixed/non-conventional 24.00 26.00 32.00 34.00 958.39 0.49 0.00 17.79 -15.262 6.003 0.00 0.00 0.00 0.00
Mixed/non-conventional 25.00 27.00 33.00 35.00 893.28 0.20 0.00 32.87 -15.244 6.433 0.00 0.00 0.00 0.00
Mixed/non-conventional 0.00 2.00 10.00 12.00 309.69 0.56 0.00 -48.02 -10.455 25.455 0.00 0.00 0.00 0.00
Mixed/non-conventional 1.00 3.00 11.00 13.00 352.24 0.26 0.00 -7.54 -10.290 22.027 0.00 0.00 0.00 0.00
Mixed/non-conventional 2.00 4.00 12.00 14.00 374.37 0.24 0.00 74.87 -12.003 24.173 0.00 0.00 0.00 0.00
Mixed/non-conventional 3.00 5.00 13.00 15.00 437.43 0.28 0.00 48.21 -12.783 22.034 0.00 0.00 0.00 0.00
Mixed/non-conventional 4.00 6.00 14.00 16.00 459.68 0.78 0.00 -44.63 -14.900 24.440 0.00 0.00 0.00 0.00
Mixed/non-conventional 5.00 7.00 15.00 17.00 531.36 0.29 0.00 40.64 -14.331 20.335 0.00 0.00 0.00 0.00
Mixed/non-conventional 6.00 8.00 16.00 18.00 578.10 0.34 0.00 45.80 -14.911 19.447 0.00 0.00 0.00 0.00
Mixed/non-conventional 7.00 9.00 17.00 19.00 591.17 0.61 0.00 -17.17 -14.703 18.753 0.00 0.00 0.00 0.00
Mixed/non-conventional 8.00 10.00 18.00 20.00 604.45 0.88 0.00 -23.28 -14.764 18.417 0.00 0.00 0.00 0.00
Mixed/non-conventional 9.00 11.00 19.00 21.00 552.34 0.75 0.00 -80.83 -14.972 20.438 0.00 0.00 0.00 0.00
Mixed/non-conventional 10.00 12.00 20.00 22.00 558.23 0.88 0.00 -65.11 -15.033 20.304 0.00 0.00 0.00 0.00
Mixed/non-conventional 11.00 13.00 21.00 23.00 573.87 0.23 0.00 1.95 -15.312 20.118 0.00 0.00 0.00 0.00
Mixed/non-conventional 12.00 14.00 22.00 24.00 651.74 0.26 0.00 0.94 -15.112 17.482 0.00 0.00 0.00 0.00
Mixed/non-conventional 13.00 15.00 23.00 25.00 714.73 0.82 0.00 -22.67 -15.298 16.138 0.00 0.00 0.00 0.00
Mixed/non-conventional 14.00 16.00 24.00 26.00 736.67 0.29 0.00 74.96 -15.266 15.624 0.00 0.00 0.00 0.00
Mixed/non-conventional 15.00 17.00 25.00 27.00 723.67 0.28 0.00 98.26 -15.437 16.084 0.00 0.00 0.00 0.00
Mixed/non-conventional 16.00 18.00 26.00 28.00 627.25 0.24 0.00 32.81 -15.054 18.096 0.00 0.00 0.00 0.00
Mixed/non-conventional 17.00 19.00 27.00 29.00 577.43 0.73 0.00 -19.78 -14.972 19.549 0.00 0.00 0.00 0.00
Mixed/non-conventional 18.00 20.00 28.00 30.00 671.91 0.47 0.00 -18.71 -14.961 16.789 0.00 0.00 0.00 0.00
Mixed/non-conventional 19.00 21.00 29.00 31.00 758.76 1.27 0.00 -31.81 -14.513 14.422 0.00 0.00 0.00 0.00
Mixed/non-conventional 20.00 22.00 30.00 32.00 721.94 0.86 0.00 -73.81 -14.768 15.423 0.00 0.00 0.00 0.00
Mixed/non-conventional 21.00 23.00 31.00 33.00 782.52 0.24 0.00 1.11 -14.907 14.364 0.00 0.00 0.00 0.00
Mixed/non-conventional 22.00 24.00 32.00 34.00 876.98 0.48 0.00 19.56 -15.104 12.986 0.00 0.00 0.00 0.00
Mixed/non-conventional 23.00 25.00 33.00 35.00 847.20 0.19 0.00 33.22 -14.761 13.136 0.00 0.00 0.00 0.00
Mixed/non-conventional 0.00 2.00 12.00 14.00 354.22 0.35 0.00 75.60 -6.852 25.524 0.00 0.00 0.00 0.00
Mixed/non-conventional 1.00 3.00 13.00 15.00 401.60 0.52 0.00 67.61 -6.719 22.077 0.00 0.00 0.00 0.00
Mixed/non-conventional 2.00 4.00 14.00 16.00 465.33 1.08 0.00 -20.41 -8.543 24.223 0.00 0.00 0.00 0.00
Mixed/non-conventional 3.00 5.00 15.00 17.00 492.01 0.45 0.00 36.45 -8.231 22.073 0.00 0.00 0.00 0.00
Mixed/non-conventional 4.00 6.00 16.00 18.00 559.40 0.33 0.00 46.07 -11.677 27.542 0.00 0.00 0.00 0.00
Mixed/non-conventional 5.00 7.00 17.00 19.00 514.70 1.08 0.00 -20.97 -8.937 22.909 0.00 0.00 0.00 0.00
Mixed/non-conventional 6.00 8.00 18.00 20.00 597.87 1.13 0.00 -41.36 -11.061 24.410 0.00 0.00 0.00 0.00
Mixed/non-conventional 7.00 9.00 19.00 21.00 668.49 1.09 0.00 -80.49 -10.359 20.446 0.00 0.00 0.00 0.00
Mixed/non-conventional 8.00 10.00 20.00 22.00 639.96 0.90 0.00 -66.49 -13.840 28.535 0.00 0.00 0.00 0.00
Mixed/non-conventional 9.00 11.00 21.00 23.00 573.25 0.36 0.00 -3.72 -10.756 24.758 0.00 0.00 0.00 0.00
Mixed/non-conventional 10.00 12.00 22.00 24.00 613.81 0.23 0.00 127.74 -15.620 33.578 0.00 0.00 0.00 0.00
Mixed/non-conventional 11.00 13.00 23.00 25.00 610.63 0.19 0.00 90.41 -15.473 33.435 0.00 0.00 0.00 0.00
Mixed/non-conventional 12.00 14.00 24.00 26.00 637.38 0.60 0.00 -29.54 -15.115 31.290 0.00 0.00 0.00 0.00
Mixed/non-conventional 13.00 15.00 25.00 27.00 699.25 0.40 0.00 -12.73 -14.714 27.765 0.00 0.00 0.00 0.00
Mixed/non-conventional 14.00 16.00 26.00 28.00 693.13 0.21 0.00 37.60 -14.313 27.246 0.00 0.00 0.00 0.00
Mixed/non-conventional 15.00 17.00 27.00 29.00 673.56 0.18 0.00 -9.58 -13.081 25.624 0.00 0.00 0.00 0.00
Mixed/non-conventional 16.00 18.00 28.00 30.00 661.78 0.56 0.00 -18.02 -12.783 25.488 0.00 0.00 0.00 0.00
Mixed/non-conventional 17.00 19.00 29.00 31.00 691.94 1.43 0.00 -30.13 -12.192 23.250 0.00 0.00 0.00 0.00
Mixed/non-conventional 18.00 20.00 30.00 32.00 655.59 1.31 0.00 -70.65 -10.384 20.898 0.00 0.00 0.00 0.00
Mixed/non-conventional 19.00 21.00 31.00 33.00 674.17 0.30 0.00 2.19 -11.902 23.295 0.00 0.00 0.00 0.00
Mixed/non-conventional 20.00 22.00 32.00 34.00 630.44 0.82 0.00 18.17 -9.477 19.836 0.00 0.00 0.00 0.00
Mixed/non-conventional 21.00 23.00 33.00 35.00 744.36 0.20 0.00 33.91 -15.011 26.609 0.00 0.00 0.00 0.00
Mixed/non-conventional 0.00 2.00 14.00 16.00 454.58 0.95 0.00 -12.12 -5.509 25.584 0.00 0.00 0.00 0.00
Mixed/non-conventional 1.00 3.00 15.00 17.00 569.20 0.37 0.00 2.88 -5.956 22.093 0.00 0.00 0.00 0.00
Mixed/non-conventional 2.00 4.00 16.00 18.00 563.20 1.07 0.00 28.21 -6.476 24.275 0.00 0.00 0.00 0.00
Mixed/non-conventional 3.00 5.00 17.00 19.00 514.98 2.00 0.00 -38.30 -5.394 22.113 0.00 0.00 0.00 0.00
Mixed/non-conventional 4.00 6.00 18.00 20.00 513.63 1.80 0.00 -34.66 -6.705 27.560 0.00 0.00 0.00 0.00
Mixed/non-conventional 5.00 7.00 19.00 21.00 574.14 1.73 0.00 -57.58 -6.236 22.930 0.00 0.00 0.00 0.00
Mixed/non-conventional 6.00 8.00 20.00 22.00 623.92 0.37 0.00 108.55 -7.221 24.433 0.00 0.00 0.00 0.00
Mixed/non-conventional 7.00 9.00 21.00 23.00 715.61 0.40 0.00 139.45 -6.934 20.457 0.00 0.00 0.00 0.00
Mixed/non-conventional 8.00 10.00 22.00 24.00 745.32 0.82 0.00 -68.09 -10.086 28.570 0.00 0.00 0.00 0.00
Mixed/non-conventional 9.00 11.00 23.00 25.00 667.05 1.40 0.00 -76.89 -7.830 24.780 0.00 0.00 0.00 0.00
Mixed/non-conventional 10.00 12.00 24.00 26.00 645.70 0.33 0.00 -0.13 -11.189 36.585 0.00 0.00 0.00 0.00
Mixed/non-conventional 11.00 13.00 25.00 27.00 632.98 0.41 0.00 5.01 -10.828 36.113 0.00 0.00 0.00 0.00
Mixed/non-conventional 12.00 14.00 26.00 28.00 632.63 0.25 0.00 41.42 -10.710 35.739 0.00 0.00 0.00 0.00
Mixed/non-conventional 13.00 15.00 27.00 29.00 657.97 0.72 0.00 1.58 -8.962 28.754 0.00 0.00 0.00 0.00
Mixed/non-conventional 14.00 16.00 28.00 30.00 732.55 0.75 0.00 -16.68 -9.456 27.251 0.00 0.00 0.00 0.00
Mixed/non-conventional 15.00 17.00 29.00 31.00 754.39 1.99 0.00 -30.06 -9.169 25.660 0.00 0.00 0.00 0.00
Mixed/non-conventional 16.00 18.00 30.00 32.00 638.35 1.84 0.00 -70.75 -7.712 25.504 0.00 0.00 0.00 0.00
Mixed/non-conventional 17.00 19.00 31.00 33.00 644.60 0.64 0.00 5.20 -7.106 23.274 0.00 0.00 0.00 0.00
Mixed/non-conventional 18.00 20.00 32.00 34.00 726.11 1.00 0.00 18.05 -7.196 20.922 0.00 0.00 0.00 0.00
Mixed/non-conventional 19.00 21.00 33.00 35.00 743.18 0.42 0.00 31.51 -8.213 23.331 0.00 0.00 0.00 0.00
Mixed/non-conventional 0.00 2.00 16.00 18.00 504.17 3.58 0.00 -29.23 -1.092 6.862 0.00 0.00 0.00 0.00
Mixed/non-conventional 1.00 3.00 17.00 19.00 568.22 1.84 0.00 -89.77 -3.969 22.117 0.00 0.00 0.00 0.00
Mixed/non-conventional 2.00 4.00 18.00 20.00 565.07 0.45 0.00 214.89 -4.334 24.288 0.00 0.00 0.00 0.00
Mixed/non-conventional 3.00 5.00 19.00 21.00 601.31 0.57 0.00 193.40 -4.205 22.145 0.00 0.00 0.00 0.00
Mixed/non-conventional 4.00 6.00 20.00 22.00 615.69 1.57 0.00 -148.09 -5.362 27.578 0.00 0.00 0.00 0.00
Mixed/non-conventional 5.00 7.00 21.00 23.00 603.01 1.79 0.00 -95.12 -4.370 22.948 0.00 0.00 0.00 0.00
Mixed/non-conventional 6.00 8.00 22.00 24.00 784.85 1.03 0.00 -7.01 -6.057 24.438 0.00 0.00 0.00 0.00
Mixed/non-conventional 7.00 9.00 23.00 25.00 770.21 2.39 0.00 -23.11 -4.982 20.485 0.00 0.00 0.00 0.00
Mixed/non-conventional 8.00 10.00 24.00 26.00 704.94 0.14 0.00 11.67 -6.358 28.560 0.00 0.00 0.00 0.00
Mixed/non-conventional 9.00 11.00 25.00 27.00 617.45 0.36 0.00 12.31 -4.835 24.799 0.00 0.00 0.00 0.00
Mixed/non-conventional 10.00 12.00 26.00 28.00 555.77 0.41 0.00 42.36 -6.419 36.572 0.00 0.00 0.00 0.00
Mixed/non-conventional 11.00 13.00 27.00 29.00 572.62 0.92 0.00 3.41 -6.533 36.130 0.00 0.00 0.00 0.00
Mixed/non-conventional 12.00 14.00 28.00 30.00 637.50 1.01 0.00 -14.58 -7.196 35.744 0.00 0.00 0.00 0.00
Mixed/non-conventional 13.00 15.00 29.00 31.00 741.70 2.58 0.00 -29.21 -6.737 28.765 0.00 0.00 0.00 0.00
Mixed/non-conventional 14.00 16.00 30.00 32.00 725.65 2.12 0.00 -69.18 -6.243 27.244 0.00 0.00 0.00 0.00
Mixed/non-conventional 15.00 17.00 31.00 33.00 804.13 0.52 0.00 6.38 -6.515 25.657 0.00 0.00 0.00 0.00
Mixed/non-conventional 16.00 18.00 32.00 34.00 871.15 0.91 0.00 17.26 -7.020 25.519 0.00 0.00 0.00 0.00
Mixed/non-conventional 17.00 19.00 33.00 35.00 734.15 0.78 0.00 25.12 -5.401 23.298 0.00 0.00 0.00 0.00
Mixed/non-conventional 0.00 2.00 18.00 20.00 671.68 12.01 0.00 -281.71 -0.971 6.538 0.00 0.00 0.00 0.00
Mixed/non-conventional 1.00 3.00 19.00 21.00 573.77 1.68 0.00 -211.92 -2.808 22.140 0.00 0.00 0.00 0.00
Mixed/non-conventional 2.00 4.00 20.00 22.00 538.39 3.81 0.00 -57.89 -2.894 24.318 0.00 0.00 0.00 0.00
Mixed/non-conventional 3.00 5.00 21.00 23.00 529.11 3.26 0.00 -16.33 -2.593 22.172 0.00 0.00 0.00 0.00
Mixed/non-conventional 4.00 6.00 22.00 24.00 410.61 1.53 0.00 0.96 -2.504 27.584 0.00 0.00 0.00 0.00
Mixed/non-conventional 5.00 7.00 23.00 25.00 543.58 3.21 0.00 -16.62 -2.762 22.983 0.00 0.00 0.00 0.00
Mixed/non-conventional 6.00 8.00 24.00 26.00 552.06 1.97 0.00 14.66 -2.984 24.450 0.00 0.00 0.00 0.00
Mixed/non-conventional 7.00 9.00 25.00 27.00 669.13 0.60 0.00 15.05 -3.030 20.487 0.00 0.00 0.00 0.00
Mixed/non-conventional 8.00 10.00 26.00 28.00 693.54 0.70 0.00 43.06 -4.381 28.574 0.00 0.00 0.00 0.00
Mixed/non-conventional 9.00 11.00 27.00 29.00 613.76 1.88 0.00 4.49 -3.367 24.817 0.00 0.00 0.00 0.00
Mixed/non-conventional 10.00 12.00 28.00 30.00 663.02 1.35 0.00 -17.17 -5.362 36.585 0.00 0.00 0.00 0.00
Mixed/non-conventional 11.00 13.00 29.00 31.00 686.22 3.40 0.00 -28.34 -5.484 36.151 0.00 0.00 0.00 0.00
Mixed/non-conventional 12.00 14.00 30.00 32.00 639.26 2.55 0.00 -66.00 -5.050 35.740 0.00 0.00 0.00 0.00
Mixed/non-conventional 13.00 15.00 31.00 33.00 762.96 0.68 0.00 1.78 -4.853 28.777 0.00 0.00 0.00 0.00
Mixed/non-conventional 14.00 16.00 32.00 34.00 851.35 1.33 0.00 18.02 -5.129 27.255 0.00 0.00 0.00 0.00
Mixed/non-conventional 15.00 17.00 33.00 35.00 952.13 0.56 0.00 31.33 -5.405 25.681 0.00 0.00 0.00 0.00
Mixed/non-conventional 0.00 2.00 20.00 22.00 285.10 10.40 0.00 -39.78 -1.178 25.710 0.00 0.00 0.00 0.00
Mixed/non-conventional 1.00 3.00 21.00 23.00 599.06 1.51 0.00 -5.22 -2.135 22.166 0.00 0.00 0.00 0.00
Mixed/non-conventional 2.00 4.00 22.00 24.00 727.01 1.24 0.00 7.65 -2.848 24.364 0.00 0.00 0.00 0.00
Mixed/non-conventional 3.00 5.00 23.00 25.00 600.24 3.24 0.00 -11.92 -2.142 22.197 0.00 0.00 0.00 0.00
Mixed/non-conventional 4.00 6.00 24.00 26.00 819.32 2.17 0.00 15.11 -3.636 27.601 0.00 0.00 0.00 0.00
Mixed/non-conventional 5.00 7.00 25.00 27.00 712.77 2.95 0.00 8.93 -2.636 23.006 0.00 0.00 0.00 0.00
Mixed/non-conventional 6.00 8.00 26.00 28.00 653.89 1.24 0.00 42.88 -2.572 24.465 0.00 0.00 0.00 0.00
Mixed/non-conventional 7.00 9.00 27.00 29.00 664.81 2.57 0.00 -1.46 -2.192 20.510 0.00 0.00 0.00 0.00
Mixed/non-conventional 8.00 10.00 28.00 30.00 754.27 2.63 0.00 -20.14 -3.467 28.593 0.00 0.00 0.00 0.00
Mixed/non-conventional 9.00 11.00 29.00 31.00 691.80 6.43 0.00 -26.05 -2.762 24.830 0.00 0.00 0.00 0.00
Mixed/non-conventional 10.00 12.00 30.00 32.00 669.68 3.28 0.00 -65.95 -3.940 36.596 0.00 0.00 0.00 0.00
Mixed/non-conventional 11.00 13.00 31.00 33.00 672.85 0.85 0.00 1.30 -3.911 36.159 0.00 0.00 0.00 0.00
Mixed/non-conventional 12.00 14.00 32.00 34.00 743.72 1.67 0.00 17.85 -4.273 35.739 0.00 0.00 0.00 0.00
Mixed/non-conventional 13.00 15.00 33.00 35.00 705.73 0.79 0.00 30.92 -3.267 28.792 0.00 0.00 0.00 0.00
Mixed/non-conventional 0.00 2.00 22.00 24.00 522.47 3.97 0.00 11.93 -1.623 25.757 0.00 0.00 0.00 0.00
Mixed/non-conventional 1.00 3.00 23.00 25.00 581.19 4.93 0.00 -8.24 -1.554 22.183 0.00 0.00 0.00 0.00
Mixed/non-conventional 2.00 4.00 24.00 26.00 698.04 3.91 0.00 13.31 -2.052 24.385 0.00 0.00 0.00 0.00
Mixed/non-conventional 3.00 5.00 25.00 27.00 776.69 3.84 0.00 9.90 -2.081 22.222 0.00 0.00 0.00 0.00
Mixed/non-conventional 4.00 6.00 26.00 28.00 731.61 1.04 0.00 45.08 -2.436 27.611 0.00 0.00 0.00 0.00
Mixed/non-conventional 5.00 7.00 27.00 29.00 721.51 3.17 0.00 -1.91 -2.002 23.016 0.00 0.00 0.00 0.00
Mixed/non-conventional 6.00 8.00 28.00 30.00 762.25 4.06 0.00 -16.92 -2.249 24.475 0.00 0.00 0.00 0.00
Mixed/non-conventional 7.00 9.00 29.00 31.00 870.17 8.01 0.00 -28.15 -2.153 20.517 0.00 0.00 0.00 0.00
Mixed/non-conventional 8.00 10.00 30.00 32.00 796.88 4.85 0.00 -67.23 -2.747 28.593 0.00 0.00 0.00 0.00
Mixed/non-conventional 9.00 11.00 31.00 33.00 740.34 1.91 0.00 5.17 -2.217 24.838 0.00 0.00 0.00 0.00
Mixed/non-conventional 10.00 12.00 32.00 34.00 716.62 2.20 0.00 16.73 -3.163 36.604 0.00 0.00 0.00 0.00
Mixed/non-conventional 11.00 13.00 33.00 35.00 716.12 0.82 0.00 27.78 -3.123 36.173 0.00 0.00 0.00 0.00
Mixed/non-conventional 0.00 2.00 24.00 26.00 593.23 4.65 0.00 13.09 -1.418 25.779 0.00 0.00 0.00 0.00
Mixed/non-conventional 1.00 3.00 25.00 27.00 673.38 6.03 0.00 11.92 -1.386 22.195 0.00 0.00 0.00 0.00
Mixed/non-conventional 2.00 4.00 26.00 28.00 635.98 2.21 0.00 45.18 -1.440 24.410 0.00 0.00 0.00 0.00
Mixed/non-conventional 3.00 5.00 27.00 29.00 609.72 5.63 0.00 6.39 -1.257 22.232 0.00 0.00 0.00 0.00
Mixed/non-conventional 4.00 6.00 28.00 30.00 612.40 4.53 0.00 -13.65 -1.569 27.621 0.00 0.00 0.00 0.00
Mixed/non-conventional 5.00 7.00 29.00 31.00 696.42 12.46 0.00 -25.75 -1.486 23.013 0.00 0.00 0.00 0.00
Mixed/non-conventional 6.00 8.00 30.00 32.00 724.19 8.42 0.00 -71.88 -1.644 24.477 0.00 0.00 0.00 0.00
Mixed/non-conventional 7.00 9.00 31.00 33.00 790.72 2.74 0.00 2.89 -1.504 20.513 0.00 0.00 0.00 0.00
Mixed/non-conventional 8.00 10.00 32.00 34.00 838.29 2.43 0.00 17.50 -2.224 28.608 0.00 0.00 0.00 0.00
Mixed/non-conventional 9.00 11.00 33.00 35.00 791.08 1.59 0.00 29.37 -1.823 24.848 0.00 0.00 0.00 0.00
Mixed/non-conventional 0.00 2.00 26.00 28.00 533.28 3.50 0.00 45.12 -1.003 25.807 0.00 0.00 0.00 0.00
Mixed/non-conventional 1.00 3.00 27.00 29.00 577.70 7.00 0.00 5.04 -0.935 22.206 0.00 0.00 0.00 0.00
Mixed/non-conventional 2.00 4.00 28.00 30.00 726.29 4.86 0.00 -12.45 -1.293 24.430 0.00 0.00 0.00 0.00
Mixed/non-conventional 3.00 5.00 29.00 31.00 691.52 14.41 0.00 -27.68 -1.121 22.247 0.00 0.00 0.00 0.00
Mixed/non-conventional 4.00 6.00 30.00 32.00 603.03 10.86 0.00 -75.29 -1.214 27.630 0.00 0.00 0.00 0.00
Mixed/non-conventional 5.00 7.00 31.00 33.00 699.31 3.25 0.00 1.86 -1.175 23.053 0.00 0.00 0.00 0.00
Mixed/non-conventional 6.00 8.00 32.00 34.00 804.78 3.96 0.00 16.87 -1.436 24.491 0.00 0.00 0.00 0.00
Mixed/non-conventional 7.00 9.00 33.00 35.00 823.56 2.06 0.00 30.39 -1.232 20.530 0.00 0.00 0.00 0.00
Mixed/non-conventional 0.00 2.00 28.00 30.00 461.48 7.90 0.00 -9.90 -0.695 25.828 0.00 0.00 0.00 0.00
Mixed/non-conventional 1.00 3.00 29.00 31.00 622.29 20.29 0.00 -25.33 -0.806 22.214 0.00 0.00 0.00 0.00
Mixed/non-conventional 2.00 4.00 30.00 32.00 706.28 13.44 0.00 -75.25 -1.006 24.444 0.00 0.00 0.00 0.00
Mixed/non-conventional 3.00 5.00 31.00 33.00 681.80 3.43 0.00 0.56 -0.885 22.258 0.00 0.00 0.00 0.00
Mixed/non-conventional 4.00 6.00 32.00 34.00 711.34 5.01 0.00 15.72 -1.146 27.638 0.00 0.00 0.00 0.00
Mixed/non-conventional 5.00 7.00 33.00 35.00 741.46 2.80 0.00 31.50 -0.996 23.036 0.00 0.00 0.00 0.00
Mixed/non-conventional 0.00 2.00 30.00 32.00 474.00 23.12 0.00 -72.74 -0.580 25.844 0.00 0.00 0.00 0.00
Mixed/non-conventional 1.00 3.00 31.00 33.00 602.31 5.75 0.00 1.16 -0.634 22.222 0.00 0.00 0.00 0.00
Mixed/non-conventional 2.00 4.00 32.00 34.00 745.24 6.54 0.00 13.77 -0.863 24.454 0.00 0.00 0.00 0.00
Mixed/non-conventional 3.00 5.00 33.00 35.00 658.96 4.51 0.00 32.49 -0.695 22.262 0.00 0.00 0.00 0.00
Mixed/non-conventional 0.00 2.00 32.00 34.00 429.66 13.00 0.00 13.48 -0.433 25.858 0.00 0.00 0.00 0.00
Mixed/non-conventional 1.00 3.00 33.00 35.00 619.85 5.82 0.00 32.18 -0.537 22.220 0.00 0.00 0.00 0.00
Mixed/non-conventional 0.00 3.00 6.00 9.00 654.26 0.30 0.00 -49.93 -15.767 1.363 0.00 0.00 0.00 0.00
Mixed/non-conventional 1.00 4.00 7.00 10.00 715.91 0.39 0.00 -71.89 -15.839 1.251 0.00 0.00 0.00 0.00
Mixed/non-conventional 2.00 5.00 8.00 11.00 808.96 0.37 0.00 -22.67 -15.828 1.106 0.00 0.00 0.00 0.00
Mixed/non-conventional 3.00 6.00 9.00 12.00 783.48 0.33 0.00 -65.53 -15.756 1.137 0.00 0.00 0.00 0.00
Mixed/non-conventional 4.00 7.00 10.00 13.00 800.85 0.52 0.00 -25.93 -15.853 1.119 0.00 0.00 0.00 0.00
Mixed/non-conventional 5.00 8.00 11.00 14.00 947.43 0.38 0.00 12.44 -15.914 0.950 0.00 0.00 0.00 0.00
Mixed/non-conventional 6.00 9.00 12.00 15.00 1007.64 0.29 0.00 2.52 -15.864 0.890 0.00 0.00 0.00 0.00
Mixed/non-conventional 7.00 10.00 13.00 16.00 1097.30 0.58 0.00 -2.08 -16.046 0.827 0.00 0.00 0.00 0.00
Mixed/non-conventional 8.00 11.00 14.00 17.00 923.50 0.50 0.00 0.49 -15.993 0.979 0.00 0.00 0.00 0.00
